PhraseId,SentenceId,Phrase
117009,6242,original and
115546,6157,drowned me in boredom .
7608,308,saying
80033,4124,understated comedic agony
122163,6547,the most disappointing Woody Allen movie
44947,2180,between art and life
107629,5689,Some remarkable achival film about how Shanghai -LRB- of all places -RRB-
710,26,"an impeccable pedigree , mongrel pep , and"
40582,1943,take you
6962,279,such a dungpile
117974,6302,The script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .
104715,5530,"a majestic achievement ,"
11428,490,animated .
52811,2617,you 're paying attention
38081,1811,'d be hard pressed to think of a film more cloyingly sappy than Evelyn this year .
88278,4585,"low-brow humor , gratuitous violence and a disturbing disregard"
9306,388,Greta
126014,6769,"not morally bankrupt , at least terribly monotonous"
57644,2906,a deft sense
73478,3755,a fascinating
36479,1725,engaging storyline
70401,3588,with 94 minutes
138827,7524,be ethereal
40165,1924,Far more enjoyable than its predecessor .
14309,617,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D .
31652,1483,Grabowsky
33326,1561,110 claustrophobic minutes
107017,5651,is like a 1940s Warner Bros.
146657,7978,being able to hit on a 15-year old when you 're over 100
26062,1193,it to hit cable
60399,3050,with costumes by Gianni Versace
93173,4855,"show more of the dilemma ,"
108041,5716,exhausted by documentarians
91481,4759,'s a certain style and wit to the dialogue
118055,6306,most virtuous
45493,2211,"on toilet humor , ethnic slurs"
139249,7548,Surprisingly powerful and universal .
4155,156,"of lush , all-enveloping movie experience"
119057,6364,There 's undeniable enjoyment to be had from films crammed with movie references
154187,8425,its through-line of family and community is heartening in the same way that each season marks a new start .
103936,5481,thoughtful war films and
122698,6583,if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent Electra rebellion
78067,4018,"need a good laugh ,"
37692,1792,entertaining and suggestive
86231,4465,these eccentrics
18048,787,as easy to come by as it used to be
42319,2039,neither is it the Kahlo movie Frida fans have been looking for
6097,243,", Godfrey Reggio 's career shines like a lonely beacon ."
44647,2164,some real vitality
107216,5665,is worth a look
85012,4395,narrative bluffs
134581,7261,acted by Diane Lane and Richard Gere .
134679,7269,A thriller without thrills and a mystery devoid of urgent questions .
107423,5675,that satisfies
122587,6575,-LRB- and one Academy Award winning actor -RRB-
80993,4174,Joe Viterelli
19943,884,", history , memory , resistance and artistic transcendence"
11030,471,"begins as a Seven rip-off ,"
31028,1446,"Entirely suspenseful , extremely well-paced and ultimately ... dare I say , entertaining !"
120338,6433,"does Spider-Man deliver , but I suspect it might deliver again and again ."
71567,3651,its pedestrian English title
64059,3240,turn it into a movie
122329,6557,discovery and humor
108486,5740,felt performances across the board
139911,7590,a catalyst for the struggle of black manhood
65141,3295,recycles the same premise
112125,5952,"directs , ideally"
148149,8062,'s as lumpy as two-day old porridge
111767,5931,the soul of a man in pain
21711,970,the eventual DVD release
141111,7654,"Very well made , but does n't generate a lot of tension ."
38725,1845,sure to get more out of the latter experience
16516,710,require the patience of Job
24203,1099,facile situations
84741,4383,what is essentially a contained family conflict
3748,142,instrument
123891,6653,"like one long ,"
114376,6082,very welcome
38144,1813,mind to enter and accept another world
98598,5167,"Third time 's the charm ... yeah , baby"
2364,90,to find her way
86598,4484,is not ` Who ?
34349,1612,Burns gets caught up in the rush of slapstick thoroughfare .
139591,7573,historical pageants
151172,8242,", Hoffman 's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial ."
9070,379,every cheap trick
151796,8283,throughout this three-hour effort
125929,6765,see a train wreck that you ca n't look away from
127072,6833,that extravagantly redeems it
99166,5200,should n't make the movie or the discussion any less enjoyable
27358,1257,the film is just hectic and homiletic : two parts exhausting Men in Black mayhem to one part family values .
105998,5597,"With flashbulb editing as cover for the absence of narrative continuity , Undisputed is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins ."
65230,3302,"It 's light on the chills and heavy on the atmospheric weirdness ,"
32634,1530,The film does n't have enough innovation or pizazz to attract teenagers
50351,2476,"for anyone who 's seen George Roy Hill 's 1973 film , `` The Sting"
55997,2801,"The high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : There 's very little hustling on view ."
143049,7764,steal a glimpse
75260,3861,"is warm , inviting , and surprising"
107220,5665,demand much more than a few cheap thrills from your Halloween entertainment
81567,4206,` chops '
112618,5980,of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows
78075,4018,too-extreme-for-TV
76810,3949,cohesive
81366,4193,both the beauty
110558,5860,keep - 'em
108047,5716,emerges with yet another remarkable yet shockingly little-known perspective
104207,5496,with such conviction
148769,8094,Fred Schepisi 's tale of four Englishmen facing the prospect of their own mortality
98152,5142,is quite a vision .
97330,5089,shows deft comic timing
20389,911,intellectual and emotional pedigree
102444,5391,hiss
38647,1842,The central character
89015,4626,full of traditional layers of awakening and ripening and separation and recovery
90946,4731,"an important movie , or"
19621,862,sitcomishly
120759,6461,"me want to find out whether , in this case , that 's true"
64234,3250,that 's actually sort of amazing
85509,4422,"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale ."
53619,2661,the depths to which the girls-behaving-badly film has fallen
37812,1798,both the physical setting and
153629,8389,with no reason for being
98805,5182,the most entertaining moments here are unintentional .
133530,7204,the familiar topic of office politics
94543,4935,tragic odyssey
78667,4048,"give it a good , hard yank whenever he wants you to feel something"
139924,7590,"gripping portrait of Jim Brown , a celebrated wonder in the spotlight"
89328,4643,of the circumstantial situation
6577,261,linking the massacre
137768,7455,garage
104886,5538,very shapable but largely unfulfilling present
109825,5818,for the sole reason
139449,7562,appreciate the wonderful cinematography and naturalistic acting
47148,2298,sharp slivers and
28697,1329,"It 's fun , but it 's a real howler ."
20191,898,inhabit
41461,1994,"A loud , witless mess that has none of the charm and little of the intrigue from the TV series ."
62598,3166,Marvelously entertaining and
21952,983,A solid and refined piece of moviemaking
4902,190,pointless
96654,5047,Much Ado About Something is an amicable endeavor .
68522,3477,Arnie blows things up .
84337,4358,the rare sequel that 's better than its predecessor
48446,2368,"Director Shekhar Kapur and screenwriters Michael Schiffer and Hossein Amini have tried hard to modernize and reconceptualize things , but"
86351,4471,The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .
60409,3050,looks better than it feels .
99078,5197,fourth-rate
33050,1549,find their own rhythm and protect each other from the script 's bad ideas and awkwardness
120736,6459,it is essentially empty
104279,5501,"good action ,"
112596,5979,shaken
56835,2857,is amateurish
83307,4301,plotted and
147139,8007,begins with the everyday lives of naval personnel in San Diego and
122534,6572,"Your response to its new sequel , Analyze That"
2702,103,humane
22097,991,Such Thing
117225,6255,Kung Pow seems like some futile concoction that was developed hastily after Oedekerk and his fellow moviemakers got through crashing a college keg party .
138140,7474,prefer to think of it as `` Pootie Tang with a budget
93021,4845,non-fan
34197,1607,folks worthy of scorn
53815,2672,the Century
458,16,winning
78326,4030,is way too muddled to be an effectively chilling guilty pleasure
31883,1493,Starts out strongly
66070,3351,to strongly present some profound social commentary
41359,1987,particularly amateurish
76822,3950,played by an actress who smiles and frowns
69968,3559,never quite settles on either side
116118,6188,treats his women --
112403,5970,"is derivative , overlong , and bombastic -- yet surprisingly entertaining"
70502,3595,the inescapable conclusion
90373,4703,angry and
113991,6060,the increasingly far-fetched events that first-time writer-director Neil Burger follows up with
25675,1173,showing
83184,4294,that I 'll bet most parents had thought
96320,5030,is extremely thorough
103298,5447,to examine the labyrinthine ways in which people 's lives cross and change
128316,6904,"Put it somewhere between Sling Blade and South of Heaven , West of Hell in the pantheon of Billy Bob 's body of work"
72661,3711,clan
99686,5229,as a tragic love story
142967,7760,the ironic
67798,3443,the viewer 's patience with slow pacing and
59246,2989,collective
41955,2018,devoid of objectivity and full of nostalgic comments from the now middle-aged participants
91801,4778,You Thought Was Going To Be Really Awful
28575,1320,need for people of diverse political perspectives to get along despite their ideological differences
77976,4014,has deftly
152784,8337,with which he expresses our most basic emotions
70253,3576,acting talents
155901,8534,This movie ... does n't deserve the energy it takes to describe how bad it is .
107628,5689,Some remarkable achival film about how Shanghai -LRB- of all places -RRB- served Jews who escaped the Holocaust .
94434,4929,actor Raymond J. Barry
55799,2791,"graceful , moving tribute"
27979,1284,careens
10385,437,as a documentary and more as a found relic
60788,3069,ultimately insignificant
98101,5139,the casual moviegoer who might be lured in by Julia Roberts
149820,8158,"The story of Trouble Every Day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult"
55760,2789,"What John does is heroic ,"
79091,4073,Features what is surely the funniest and most accurate depiction of writer 's block ever .
97684,5114,"One of the most original American productions this year , you 'll find yourself remembering this refreshing visit to a Sunshine State ."
35660,1679,occasionally brilliant but mostly average
77985,4014,wonderfully sprawling
92625,4825,look like
95679,4997,connection and
14342,618,"A tired , unnecessary retread ..."
52430,2594,Chekhov 's
58597,2952,relationship maintenance that celibacy can start looking good
114266,6077,"` Lovely and Amazing , ' unhappily , is neither ... excessively strained and contrived ."
80560,4149,is sorely
92744,4831,"shining performance offers us the sense that on some elemental level , Lilia deeply wants to break free of her old life ."
3097,116,entirely
29330,1359,wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective
51311,2526,disappoint
146860,7990,"realism , crisp storytelling and"
78080,4018,MTV show
136323,7370,lacking the broader vision that has seen certain Trek films ... cross over to a more mainstream audience
82727,4272,very compelling or
117012,6242,the psychopathic mind
126026,6771,"A burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at"
1343,50,"call for prevention rather than to place blame , making it one of the best war movies ever made"
5230,207,allows
5495,218,as a workable primer for the region 's recent history
110017,5826,the pandering
96005,5016,"remains a reactive cipher , when opening the man 's head and heart is the only imaginable reason for the film to be made"
45416,2207,mean much to me
126262,6787,made a movie about a vampire
118425,6327,The story is smart and entirely charming in intent and execution .
84583,4376,in which Eddie Murphy deploys two
53809,2672,"Children of the Century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers ."
111834,5935,to something more user-friendly
100773,5294,The cinematic equivalent of patronizing a bar
99095,5198,Schweig
30930,1441,If you do n't ... well
61006,3082,the new adaptation
139790,7585,you 're gonna like this movie .
111874,5939,"Since the movie is based on a Nicholas Sparks best seller , you know death is lurking around the corner , just waiting to spoil things ."
87674,4552,video tape
142474,7732,rings false .
80306,4138,-LRB- b -RRB-
132964,7171,"it might have held my attention ,"
89216,4636,New Age-inspired
38564,1838,pitch
122513,6570,dimness
63266,3199,a suspenseful horror movie or a weepy melodrama
152573,8326,a spring-break orgy for pretentious arts majors
58841,2966,than ingenious
31176,1455,is after something darker
149594,8142,by exceptional performances
28777,1334,run-of-the-mill revulsion
77306,3976,Fierce Grace reassures us that he will once again be an honest and loving one .
92030,4788,of sentimental war movies
58614,2953,is a genuinely bone-chilling tale .
75549,3873,defecates
8970,374,organizing
6194,246,'ve ever seen
42248,2034,set out
49470,2421,full of stunt doubles and special effects
64462,3263,envious
145798,7925,a satisfying kids flck
70081,3568,gloom
87239,4524,of a mentally challenged woman
37307,1770,more straightforward
104970,5545,"Ze movie starts out so funny , then she is nothing"
128447,6910,crushingly self-indulgent
43171,2085,want to believe in it the most
48650,2375,riveting movie experience
148947,8103,"Loud , chaotic and"
55586,2775,establishes a wonderfully creepy mood
152324,8311,effects and backgrounds
96007,5016,"a reactive cipher ,"
63668,3223,with philosophical inquiry
142821,7751,middle-of-the-road mainstream
15995,686,the exotic surface -LRB- and exotic dancing -RRB- it 's surprisingly old-fashioned
145341,7897,saving graces
124195,6667,listen to
126096,6773,ruffle
142591,7741,"Director George Hickenlooper has had some success with documentaries ,"
49475,2421,doubles
12371,529,modestly surprising movie
65119,3294,seems to have been made under the influence of Rohypnol
58742,2962,"But for the most part , The Weight of Water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness ."
96121,5020,narrow
117413,6265,my money
94560,4936,bogging down in a barrage of hype
104456,5512,with formalist experimentation in cinematic art
41858,2015,lucks out
108611,5748,is always sympathetic
114931,6120,"Zhang 's last film ,"
61534,3110,"of breathtaking , awe-inspiring visual poetry"
147360,8018,long and eventful spiritual journey
102972,5427,ludicrous film
71073,3625,half-assed
131517,7086,only God speaks to the press
114367,6082,C. Walsh 's
141511,7677,takes its techniques
21818,977,"showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters"
49701,2437,has a rather unique approach to documentary
141442,7673,"cast , but beautifully"
29516,1368,"This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes , here we have a bad , bad , bad movie ."
84745,4383,contained
49800,2442,"Indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost Dadaist proportions ."
20005,887,journalistic
100993,5305,"Brings together some of the biggest names in Japanese anime , with impressive results"
107665,5690,"the movie exalts the Marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song ."
78405,4032,The Love Boat
56656,2847,the picture 's cleverness is ironically muted by the very people who are intended to make it shine .
16847,729,comic taste
58984,2975,quickie teen-pop exploitation
140481,7624,The Unbearable Lightness of Being
46566,2266,-LRB- Woo 's -RRB-
15707,674,asset
42938,2074,American instigator Michael Moore 's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition .
82427,4256,ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling .
90241,4697,Has all the values of a straight-to-video movie
77092,3966,"Such master screenwriting comes courtesy of John Pogue , the Yale grad who previously gave us `` The Skulls '' and last year 's `` Rollerball ."
24848,1133,profound without ever being self-important
50731,2495,to put for that effort
63566,3217,drained
149425,8133,But not without cheesy fun factor .
153490,8383,"ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky"
126577,6805,decorating program run amok
89286,4641,of the relationship between mothers
87746,4555,them ''
101365,5328,standup
139943,7592,the film 's obvious determination to shock at any cost
123772,6645,interior
4295,163,chemicals
148462,8078,'s a teenage boy out there somewhere who 's dying for this kind of entertainment
62084,3138,overdoing it
94744,4943,badness that is Deuces Wild
114040,6062,iceberg
8664,360,should give `` Scratch '' a second look .
53525,2653,its message and
99805,5237,'s Lovely and Amazing
117710,6284,"This may be Dover Kosashvili 's feature directing debut , but it looks an awful lot like life -- gritty , awkward and ironic ."
56085,2807,is not an easy film .
12822,552,is better-focused than the incomprehensible Anne Rice novel
60336,3047,contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama
144056,7818,the dramatic substance that would shake us in our boots -LRB- or cinema seats -RRB-
19768,872,Unlike most surf movies
5214,207,a fairy tale
132,4,"the intrigue , betrayal , deceit and murder"
9085,380,Nicely combines the enigmatic features of ` Memento ' with the hallucinatory drug culture of ` Requiem for a Dream . '
92213,4798,Bette
58113,2928,"confined to a single theater company and its strategies and deceptions ,"
122653,6581,"as you watch the movie , you 're too interested to care ."
7512,304,a gorgeously atmospheric meditation on life-changing chance encounters
66772,3388,", it still manages to string together enough charming moments to work ."
109470,5798,ugly-duckling tale
22801,1032,which seems so larger than life and yet so fragile
98840,5184,"take you places you have n't been , and also places you have"
116461,6210,"to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else"
19102,837,well-developed characters
56682,2848,a movie character more unattractive or odorous
9239,386,"when are bears bears and when are they like humans , only hairier --"
111477,5913,also happens to be good
10194,427,his trademark
71040,3622,fit in and
113963,6058,feels more forced than usual .
48596,2372,Dick
39720,1897,A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .
39798,1902,Seagal 's -RRB-
128327,6904,"Heaven , West"
130106,7007,like ` masterpiece ' and ` triumph ' and all that malarkey
51803,2555,people thought I was too hard on `` The Mothman Prophecies ''
20364,910,is one of the outstanding thrillers of recent years .
82009,4230,does n't quite get there
35065,1649,"Mattei so completely loses himself to the film 's circular structure to ever offer any insightful discourse on , well , Love in the Time of Money ."
99951,5245,"It 's not particularly subtle ... However , it still manages to build to a terrifying , if obvious , conclusion"
128815,6929,of her targeted audience
109675,5812,It squanders Chan 's uniqueness ;
62663,3170,us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry
76202,3909,plug
141872,7696,"is an extraordinary film , not least because it is Japanese and yet feels universal ."
94511,4933,the story of Carmen
14457,622,of love
78216,4024,Yosuke and Saeko
45352,2205,"A charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface"
25510,1167,demonstrated a knack
137033,7412,playing fair with the audience
154951,8476,dramatics
4309,163,"of running around , screaming and death"
24204,1099,facile
81288,4190,the bad reviews
5259,208,soulful nuances
20837,930,Bielinsky
47028,2292,Easily one of the best and most exciting movies
84820,4387,Le Nouvelle Vague
87498,4539,of major changes
7655,310,extended bedroom sequence
110110,5831,about a seasonal holiday kids '
2125,81,than the ones
46069,2240,doomed by its smallness
111604,5922,depressing to see how far Herzog has fallen
29148,1349,"filled with unlikable , spiteful idiots"
50896,2505,the pesky moods of jealousy
71022,3621,one to review
152722,8333,the film for anyone who does n't think about percentages all day long
143822,7805,on offal like this
72807,3717,a flawed human
94294,4921,"Dense , exhilarating documentary ."
106649,5632,like a very goofy museum exhibit
50019,2455,important film
131590,7090,skeptics
141805,7693,'s secondary to American Psycho but still has claws enough to get inside you and stay there for a couple of hours
51587,2542,of the film 's problems
49487,2422,one teenager 's uncomfortable class resentment and
2968,112,Martin Lawrence lovefest
18672,819,Pauline & Paulette
40163,1923,its provocative conclusion
137715,7453,the action as gripping
123700,6643,"A highly spirited , imaginative kid 's movie that broaches neo-Augustinian theology : Is God"
151028,8232,the debate
147228,8010,be smarter than any 50 other filmmakers still at work
65078,3292,a collaboration
90948,4731,an important movie
108279,5729,stink bomb .
12381,530,of the best films of the year
103666,5468,"Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless ."
93253,4862,it more than adequately fills the eyes and stirs the emotions
41863,2015,Chaplin and Kidman
17365,753,be denied
33327,1561,110 claustrophobic
143092,7767,'s an effort to watch this movie
11825,509,reacting to it - feeling a part of its grand locations
130701,7041,Rife with nutty cliches and far too much dialogue .
129640,6972,cream
62617,3167,comfort food often can
34634,1627,the tradition of The Graduate
18203,794,Thin period piece
24753,1128,One of the most slyly exquisite anti-adult movies
103526,5460,eventual cult classic
155550,8513,look ahead
28577,1320,for people of diverse political perspectives
122966,6599,to jell
104022,5485,densely
110179,5834,induce
62188,3144,Rusi Vulakoro
58200,2933,"... is the rare common-man artist who 's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness ."
127460,6856,The leads are natural and lovely
67127,3407,so many explosions
38490,1833,human frailty fascinates
153485,8383,get through The Country Bears
55535,2772,Altar Boys ' take
51927,2562,closing line
42590,2054,gorgeous and
110405,5848,rode the Zipper
125373,6737,Tom Clancy thriller
38895,1855,well-behaved
70768,3608,"Scherfig ,"
131273,7075,hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as The Grey Zone
129758,6984,"has a great hook , some clever bits and well-drawn , if standard issue , characters"
28082,1290,Ah-nuld
62179,3144,#NAME?
91405,4755,has a few nice twists in a standard plot and the charisma of Hugh Grant and Sandra Bullock .
99158,5200,if there was actually one correct interpretation
63565,3217,drained of human emotion
74125,3794,"flimsy -- or , worse yet , nonexistent -- ideas"
55932,2796,confuse
136122,7355,after a film like this
132828,7162,'s a delightfully quirky movie to be made from curling
73507,3757,casts its spooky net out into the Atlantic Ocean
93136,4853,The problem is that Van Wilder does little that is actually funny with the material .
153667,8391,withholds delivery
44155,2141,This Sade
118738,6347,have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching
81393,4195,comes off as a kingdom more mild than wild
121282,6495,"A knowing look at female friendship , spiked with raw urban humor ."
126977,6827,have been a painless time-killer
75073,3849,easy emotional buttons
143604,7794,"for wry , contentious configurations"
79676,4102,The plot has a number of holes
144687,7852,", powerful act"
121088,6484,the passion
48411,2364,Burger
24579,1119,"an idea of the film 's creepy , scary effectiveness"
37794,1797,on the latter
116339,6203,"time , death , eternity , and what"
89252,4639,tell a story about discovering your destination in life
131419,7080,is so tame that even slightly wised-up kids would quickly change the channel .
114434,6086,of plucky British eccentrics
15095,649,terrible movie
49361,2415,laughter and self-exploitation merge into jolly soft-porn 'em powerment
38960,1859,The Last Man
137228,7423,ugh
28076,1289,Tori
143149,7771,"This ready-made midnight movie probably wo n't stand the cold light of day ,"
78747,4053,riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .
77776,3999,not being able to enjoy a mindless action movie
16298,702,an institution concerned with self-preservation
65769,3334,Foreman 's
1288,48,"the filmmaker would disagree , but ,"
87677,4553,Ice Age posits a heretofore unfathomable question : Is it possible for computer-generated characters to go through the motions ?
9396,391,Lee Gifford
108331,5733,office money
120016,6419,'ll probably run out screaming
77288,3976,Whether or not Ram Dass proves as clear and reliable an authority on that as he was about inner consciousness
30809,1432,too much about what 's going on
92550,4821,This new Time Machine
152139,8300,that cautions children about disturbing the world 's delicate ecological balance
134027,7233,in which the talk alone is enough to keep us
151489,8261,a pastiche
29624,1373,M. Night Shyamalan 's
140317,7615,", Festival In Cannes offers rare insight into the structure of relationships ."
151990,8294,"Hoffman waits too long to turn his movie in an unexpected direction , and"
139893,7589,its borders
62809,3179,"A fine , rousing , G-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats ."
83061,4286,than a few shrieky special effects
55877,2793,to find a place among the studio 's animated classics
138996,7533,Mr. Koury 's passive technique
75634,3877,Italian guys
107763,5694,the pleasures of a well-made pizza
55392,2765,"that the screen is most alive when it seems most likely that Broomfield 's interviewees , or even himself , will not be for much longer"
137083,7414,its own preciousness
64512,3265,ouija
141957,7699,shooting itself
22986,1039,with a chase to end all chases
85564,4425,"Solondz may be convinced that he has something significant to say , but"
143236,7775,a homage
49594,2430,Me Without You
99806,5237,"from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style"
99820,5237,manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style
56262,2820,feel like a party
95563,4989,humanizing
80405,4143,It 's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more .
116715,6224,today in Manhattan
63424,3209,silliness
127320,6847,for Chris Cooper 's agency boss close
28516,1318,the most creative mayhem
46951,2288,When not wallowing in its characters ' frustrations
118971,6359,make a person who has lived her life half-asleep suddenly wake up
8329,345,been attached to before
150257,8184,bit of fluff stuffed with enjoyable performances and
126740,6814,besides its terrific performances
102960,5426,An unintentional parody of every teen movie
134598,7262,seen on Jerry Springer
25223,1152,with a massive infusion of old-fashioned Hollywood magic
68595,3482,of the year 's best films
37006,1752,rehashes to feed to the younger generations
101435,5334,lost twenty-first century
87709,4554,by sheer force of charm
48714,2379,The Country Bears
92313,4805,preview screening
121639,6519,goes right over the edge
130406,7025,punctuated with graphic violence
141681,7686,"Lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank ,"
99539,5219,excites the imagination and tickles the funny bone
32490,1522,cerebral and cinemantic flair
9500,395,with that
32025,1498,his reserved but existential poignancy
15518,665,can see where Big Bad Love is trying to go
113041,6002,may leave you speaking in tongues
85252,4407,a major role
112408,5970,"overlong , and bombastic"
60584,3058,this remarkable and memorable film
37284,1770,"is either a more rigid , Blair Witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity"
130256,7015,of making people
73854,3778,"We assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low ."
82818,4277,paraphrase a line from another Dickens ' novel
114603,6097,"a generous cast , who at times lift the material from its well-meaning clunkiness"
111794,5933,graceless and ugly
129745,6982,filler
126966,6826,emerges from the shadow of Ellis ' book
21190,948,moments and
123802,6647,I do n't think this movie loves women at all .
72471,3703,as a metaphor
102303,5384,The package
12669,545,Sonnenfeld
58383,2942,create a feature film that is wickedly fun to watch
29816,1382,between Chan and Hewitt
114421,6085,wisely unsentimental
132399,7139,hard to conceive anyone else in their roles
146022,7941,this particular film
62770,3175,scored and
9581,398,quicksand
29551,1369,Personally
153101,8360,"fork that rings with cultural , sexual and social discord"
78712,4050,expeditious 84 minutes
78650,4048,"if -LRB- there 's -RRB- a choke leash around your neck so director Nick Cassavetes can give it a good , hard yank whenever he wants you to feel something"
59858,3019,"'s critic-proof ,"
29663,1374,"with results that are sometimes bracing , sometimes baffling and quite often , and"
14398,620,more than enough sentimental catharsis for a satisfying evening at the multiplex
64429,3262,"The one-liners are snappy , the situations volatile and the comic opportunities richly rewarded"
9702,403,at heart
104938,5543,replacing objects in a character 's hands
99591,5224,", it might work better ."
90036,4684,critics have come to term an `` ambitious failure
55680,2784,"Better effects , better acting and a hilarious Kenneth Branagh"
116447,6209,you did
102493,5394,this cartoon adventure
122859,6590,nationalist
154904,8474,the animation master
28935,1340,or indeed from any Plympton film
73833,3777,for those with at least a minimal appreciation of Woolf and Clarissa Dalloway
103378,5451,"improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen ."
104577,5523,"If Mr. Zhang 's subject matter is , to some degree at least , quintessentially American , his approach to storytelling might be called Iranian ."
138153,7475,hilarious to wonder-what
70922,3615,portrays the frank humanity of ... emotional recovery
82170,4240,", very well told with an appropriate minimum of means ."
15494,664,an obvious rapport with her actors
113324,6022,to spoof both black and white stereotypes equally
143487,7788,"presses familiar Herzog tropes into the service of a limpid and conventional historical fiction ,"
95940,5013,"'s a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score"
87152,4520,psychological barriers
71722,3660,Tambor and Clayburgh make an appealing couple -- he 's understated and sardonic
3498,130,a film that hews out a world and carries us effortlessly from darkness to light
104230,5498,may even fall into the category of Films
21038,940,saying much
19012,834,an action cartoon
96953,5068,"that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern L.A. 's show-biz and media"
153188,8366,the guy who liked There 's Something About Mary and both American Pie movies
120376,6436,contradictory feelings
114560,6094,for a howlingly trashy time
78116,4020,preview screenings
130543,7033,by the people who can still give him work
63809,3230,With a tighter editorial process and firmer direction
116987,6240,Twin
120321,6432,"dangerous , secretly unhinged"
39374,1880,overcome the film 's manipulative sentimentality and annoying stereotypes
28290,1304,maybe .
50533,2485,should seem impossible
27285,1254,wife communicating
57211,2881,Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .
137015,7410,are uniformly good .
57634,2906,"is a funny -LRB- sometimes hilarious -RRB- comedy with a deft sense of humor about itself , a playful spirit and a game cast"
62517,3162,the film is never dull
58582,2952,that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good
89818,4674,"its fans are hoping it will be , and in that sense is a movie that deserves recommendation"
95624,4993,fairy tales and
146641,7977,"feel anything much while watching this movie ,"
129529,6965,that will strike a chord with anyone who 's ever
15366,658,"is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts"
67422,3422,also by some of that extensive post-production
27739,1273,as the film goes on
135255,7303,passable performances
78024,4016,in style and mystification
109382,5792,regards
129674,6974,an intimate feeling
51636,2545,as an eloquent memorial
141891,7697,for both the movie and the title character played by Brendan Fraser
113868,6052,late-inning
460,17,"a bilingual charmer ,"
105927,5592,"transcend its genre with a curiously stylized , quasi-Shakespearean portrait of pure misogynist evil"
134020,7233,One of those exceedingly rare films in which the talk alone is enough to keep us involved .
108043,5716,", another new film emerges with yet another remarkable yet shockingly little-known perspective ."
150985,8230,unexplained baboon cameo
79852,4114,crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings
102308,5384,fascinating -- and timely --
76661,3941,sooner
92836,4835,codswallop
51094,2514,Wittgenstein
